court_number_link,court_number,style_of_cause,nature_of_proceeding,re_link
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1816-88,T-1816-88,CANADIAN OLYMPIC ASSOCIATION ET AL v. ED WENZEL ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1816-88&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-328-88,T-328-88,PROMAFIL CANADA LTEE v. MUNSINGWEAR INC,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-328-88&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2810-86,T-2810-86,CASTROL LTD v. TRICON FUEL LIVERY LTD,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2810-86&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2201-86,T-2201-86,UNIROYAL LTD v. REGISTRAR OF TRADE MARKS ET AL,Prohibition (s. 18),http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2201-86&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-977-86,T-977-86,FRATELLI GUZZINI SPA v. JACQUES BANDAVID ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-977-86&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-828-86,T-828-86,MR GREENJEANS CORP ET AL v. MR GRUMPPS RESTAURANT & EMPORIUM LTD,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-828-86&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1937-83,T-1937-83,IMPERIAL TOBACCO LTD v. BENSON & HEDGES INC (CANADA),Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1937-83&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1724-83,T-1724-83,DELTA HOTELS LTD v. SAMURAI INVESTMENTS INC,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1724-83&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-4473-80,T-4473-80,AZTEC ELECTRONICS & SERVICES LTD V GRINGO'S TAROS LTD,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-4473-80&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1835-78,T-1835-78,BRITISH LEYLAND MOTOR CORP LTD V BRITISH LEYLAND UK LTD ET AL,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1835-78&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2387-77,T-2387-77,LIDO BISCUIT CIE LTEE V LES ALIMENTS GRISSOL LTEE (1975),Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2387-77&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-4595-76,T-4595-76,UGINE ACIERS V REGISTRAR OF TRADE MARKS,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-4595-76&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-3035-73,T-3035-73,G & H STEEL INDUSTRIES LTD V G & H CONTRACTORS LTD,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-3035-73&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-633-18,T-633-18,"NUTRAMAX LABORATORIES, INC. v. AVENTIX ANIMAL HEALTH CORPORATION",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-633-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-825-17,T-825-17,"RICHES, MCKENZIE & HERBERT LLP ET AL v. COSMETIC WARRIORS LTD",Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-825-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1782-16,T-1782-16,COSMETIC WARRIORS LIMITED v. PINKETTER CLOTHING INC,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1782-16&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1829-13,T-1829-13,"THX LTD. v. MARK LAMOUREUX, dba TRUE HOME CINEMA XPERIENCE",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1829-13&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1434-12,T-1434-12,"STEPHEN SLESINGER, INC. v. DISNEY ENTERPRISES, INC., A DELAWARE CORPORATION",Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1434-12&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1932-11,T-1932-11,"HORTILUX SCHRÉDER B.V. v. IWASAKI ELECTRIC CO., LTD.",Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1932-11&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-664-11,T-664-11,3127885 CANADA INC. v. ARCADIA GROUP BRANDS LIMITED,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-664-11&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2116-10,T-2116-10,"HORTILUX SCHREDER B.V. v. IWASAKI ELECTRIC CO., LTD.",Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2116-10&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-158-05,T-158-05,SMITH SPORT OPTICS INC v. COMPAGNIE DE LA BAIE D'HUDSON,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-158-05&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-400-03,T-400-03,IMMUNOTEC RESEARCH LTD ET AL v. DUNCAN CROW ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-400-03&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2094-02,T-2094-02,FOOTLOCKER GROUP CANADA INC ET AL v. R. STEINBERG ET AL,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2094-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-339-02,T-339-02,"NEW LINE PRODUCTIONS, INC. v. 521236 BC LTD. ET AL",Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-339-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-246-02,T-246-02,NEW LINE PRODUCTIONS INC. v. APC MUSIC AND VIDEO INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-246-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-623-01,T-623-01,673367 ONTARIO LTD. v. GOLDEN STATE INTERNAIONAL INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-623-01&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1615-99,T-1615-99,"SOLUTIA, INC. v. WIBERG PRODUKTIONS GESELLSCHAFT M.B.H.",Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1615-99&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1053-99,T-1053-99,"SHOPKO STORES, INC. v. FALLYN INVESTMENTS INC.",Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1053-99&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1532-98,T-1532-98,NN LIFE INSURANCE COMPANY OF CANADA v. ASSOCIATION DES INTERMEDIARES,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1532-98&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2821-96,T-2821-96,CIE GÉN. DES ÉTABLISSEMENTS MICHELIN ET AL c. CONTINENTAL GEN. TIRE CDA INC.,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2821-96&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-98-96,T-98-96,HUSKY OIL OPERATIONS LTD ET AL v. TOP SPORTS NETWORK INC,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-98-96&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2701-94,T-2701-94,"LANARD TOYS, LTD. v. WINNER TOYS MANUFACTORY LTD. ET AL",Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2701-94&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1598-91,T-1598-91,LIBERTY DISTRIBUTORS INC V THORCOM INC,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1598-91&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-589-90,T-589-90,HQ NETWORK SYSTEMS INC V HQ OFFICE SUPPLIES WAREHOUSE INC ET AL,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-589-90&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2738-89,T-2738-89,TOSHITISUGU NISHI V ROBERT MORSE APPLIANCES LTD,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2738-89&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2739-89,T-2739-89,NATIONWIDE MANUFACTURING LTD V ROBERT MORSE APPLIANCES LTD,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2739-89&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-465-89,T-465-89,VACCARO SMITH INC V WELLINGTON HALL CARPET INC,Industrial Design Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-465-89&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1502-87,T-1502-87,RUSH V REGISTRAR OF TRADE MARKS ET AL,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1502-87&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1120-86,T-1120-86,POLYDOR INTERNATIONAL GMBH v. OGILVY RENAULT,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1120-86&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1156-84,T-1156-84,RORER INTERNATIONAL INC (OVERSEAS) V FISONS CORP LTD,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1156-84&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-5639-78,T-5639-78,FUTURE ECO SYSTEMS LTD V REGISTRAR OF TRADE MARKS,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-5639-78&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1775-77,T-1775-77,BARAKETT DRESS MANUFACTURING CO V MUSHROOM LADIES SPORTSWEAR LTD,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1775-77&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-204-76,T-204-76,LECO INDUSTRIES LTD V PRODUCTS DE PAPIER LEGRAND ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-204-76&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-795-73,T-795-73,INTERNATIONAL HARVESTER CO ET AL V LEIGH INSTRUMENTS LTD,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-795-73&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-410-71,T-410-71,IRWIN SPECIALTIES LTD V ALLIED PLASTIC PIPE & PROFILE EXTRUDERS LTD ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-410-71&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1781-17,T-1781-17,OSIRIS INC. v. THE ORB FACTORY LIMITED,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1781-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2084-16,T-2084-16,RANDY RIVER INC. v. MINT ACCESSORIES INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2084-16&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-201-09,T-201-09,9118-4192 QUEBEC INC. v. SKYWIDE ENTERPRISES LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-201-09&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-488-07,T-488-07,PFIZER CANADA INC ET AL v. MINISTER OF HEALTH ET AL,S. 18.1 Patented Medicines (Notice of Compliance) Regulations,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-488-07&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1595-04,T-1595-04,UNILEVER CANADA LIMITED v. QUEENSWOOD NATIONAL REAL ESTATE LTD.,Trade Mark - Correction of Register,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1595-04&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-779-04,T-779-04,POLISOL NORTH AMERICA v. DURSOL-FABRIK OTTO DURST GMBH & CO. KG,Intellectual Property - Other matters,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-779-04&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-579-03,T-579-03,CARACTERA INC. c. SRT COMMUNICATIONS INC ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-579-03&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-370-03,T-370-03,OMNICOM INTERNATIONAL HOLDINGS v. PROXIMI-T TECHNOLOGIES DE L'INFO. ET AL,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-370-03&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1157-02,T-1157-02,NICOLA CORPORATION v. LACTANCIA LTEE,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1157-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2125-00,T-2125-00,3360652 CANADA INC. (ITSUS INT'L) v. ZELLERS INC.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2125-00&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2124-00,T-2124-00,3360652 CANADA INC. (ITSUS INT'L) v. SUZY SHIER INC.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2124-00&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-277-00,T-277-00,GD SEARLE & CO. ET AL v. MERCK & CO. INC. ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-277-00&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1124-99,T-1124-99,ANDRÉS WINES LTD. v. VINA CONCHA Y TORO SA,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1124-99&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1209-99,T-1209-99,ARTCRAFT LIMITED v BIJOUTERIE DEEJAY INC. AND OTHERS,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1209-99&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-664-99,T-664-99,CANADIAN TIRE CORPORATION LIMITED v. FOXCO LTD. ET AL,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-664-99&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1459-97,T-1459-97,ITV TECHNOLOGIES INC. v. WIC TELEVISION LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1459-97&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2792-96,T-2792-96,"MERCK & CO., INC. ET AL v. APOTEX INC.",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2792-96&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-769-96,T-769-96,MONSANTO CANADA INC v. NOVOPHARM LIMITED,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-769-96&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-528-96,T-528-96,THE JONIK HOSPITALITY GROUP ET AL v. VOYAGES & CIRCUITS TOURISTIQUES ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-528-96&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1745-95,T-1745-95,"AMERICAN CYANAMID COMPANY ET AL v. AGP, INC.",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1745-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-953-95,T-953-95,MERCK FROSST CANADA INC v. THE MINISTER OF NATIONAL HEALTH AND WELFARE ET AL,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-953-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1368-94,T-1368-94,DOLOMITE SVENSKA AKTIEBOLAG v. DANA DOUGLAS MEDICAL INC.,Industrial Design Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1368-94&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-834-94,T-834-94,"MOLIN - MATERIAIS DE DESENHO DE MARIO LINO, S.A. v. BARAK IMPORT/EXPORT LTÉE",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-834-94&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-722-94,T-722-94,MRL INC. v. ACRYX INDUSTRIES,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-722-94&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1968-93,T-1968-93,ZENECA PHARMA INC. v. THE MINISTER OF NATIONAL HEALTH AND WELFARE ET AL,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1968-93&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-61-93,T-61-93,"MERCK & CO., INC. v. THE COMMISSIONER OF PATENTS AND NOVOPHARM LIMITED",S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-61-93&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2893-92,T-2893-92,HUNT-WESSON INC. v. CHOCOSUISSE ET AL,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2893-92&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1786-92,T-1786-92,MERCK & CO. INC. v. DELMAR CHEMICALS INC.,Patent - Appeal of a Decision of Commissioner,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1786-92&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1159-92,T-1159-92,"NORTHWEST STARSCAN, LIMITED PARTNERSHIP v. KERRY ADLER ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1159-92&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2850-91,T-2850-91,EFFEM FOODS LTD. v   NATURES RECIPE INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2850-91&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2661-91,T-2661-91,CENTRAL SOYA OF CANADA LTD v. 88766 CANADA INC,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2661-91&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2660-91,T-2660-91,CENTRAL SOYA OF CANADA LTD v. 88766 CANADA INC,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2660-91&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1716-91,T-1716-91,LOUIS VUITTON S.A. c. FEHLBAUM & CO,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1716-91&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-3136-90,T-3136-90,CANADIAN TIRE CORPORATION LTD. v.REGISTRAR OF TRADE MARKS,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-3136-90&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2502-90,T-2502-90,168932 CANADA LTD ET AL V ALBERTA SUNFLOWER SEEDS LTD ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2502-90&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1614-90,T-1614-90,OPTION VISION INC V OPTAGEST CANADA INC ET AL,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1614-90&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1976-89,T-1976-89,OPTAGEST CANADA INC ET AL c. SERVICES OPTOMÉTRIQUES INC (S.O.I.) ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1976-89&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1489-89,T-1489-89,OPTO VISION INC (AOQ) V OPTAGEST INC (SEPT ILES),Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1489-89&select_court=T
